Season,Region,County,CDC Week,Week Ending Date,Age Group,Count,Centroid,FIPS
2023-2024,CAPITAL DISTRICT,WASHINGTON,43,10/28/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,0-4,1,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,5-17,1,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,18-49,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,50-64,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,65+,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,44,11/04/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,0-4,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,5-17,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,18-49,3,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,50-64,1,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,65+,1,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,45,11/11/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,0-4,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,5-17,11,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,18-49,6,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,50-64,2,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,65+,5,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,46,11/18/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,0-4,4,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,5-17,6,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,18-49,10,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,50-64,3,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,65+,3,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,47,11/25/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,0-4,6,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,5-17,9,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,18-49,20,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,50-64,8,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,65+,9,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,48,12/02/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,0-4,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,5-17,12,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,18-49,11,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,50-64,11,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,65+,14,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,49,12/09/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,0-4,5,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,5-17,10,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,18-49,7,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,50-64,15,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,65+,8,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,50,12/16/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,0-4,7,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,5-17,16,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,18-49,17,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,50-64,6,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,65+,7,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,51,12/23/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,0-4,6,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,5-17,4,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,18-49,20,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,50-64,16,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,65+,10,"(43.3123766, -73.4394282)",36115
2023-2024,CAPITAL DISTRICT,WASHINGTON,52,12/30/2023,UNKNOWN,0,"(43.3123766, -73.4394282)",36115
2023-2024,WESTERN,WAYNE,40,10/07/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,40,10/07/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,40,10/07/2023,18-49,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,40,10/07/2023,50-64,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,40,10/07/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,40,10/07/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,18-49,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,50-64,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,41,10/14/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,18-49,3,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,50-64,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,42,10/21/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,18-49,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,50-64,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,43,10/28/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,18-49,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,50-64,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,65+,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,44,11/04/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,5-17,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,18-49,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,50-64,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,45,11/11/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,0-4,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,18-49,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,50-64,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,65+,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,46,11/18/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,0-4,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,5-17,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,18-49,7,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,50-64,4,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,65+,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,47,11/25/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,0-4,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,5-17,4,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,18-49,6,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,50-64,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,65+,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,48,12/02/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,0-4,2,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,5-17,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,18-49,9,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,50-64,1,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,65+,3,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,49,12/09/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,0-4,4,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,5-17,16,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,18-49,16,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,50-64,10,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,65+,8,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,50,12/16/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,0-4,9,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,5-17,48,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,18-49,40,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,50-64,34,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,65+,19,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,51,12/23/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,0-4,20,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,5-17,37,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,18-49,53,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,50-64,45,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,65+,24,"(43.2020, -77.0104)",36117
2023-2024,WESTERN,WAYNE,52,12/30/2023,UNKNOWN,0,"(43.2020, -77.0104)",36117
2023-2024,METRO,WESTCHESTER,40,10/07/2023,0-4,9,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,5-17,33,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,18-49,22,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,50-64,5,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,65+,7,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,40,10/07/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,0-4,11,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,5-17,22,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,18-49,20,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,50-64,9,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,65+,6,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,41,10/14/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,0-4,13,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,5-17,25,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,18-49,12,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,50-64,8,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,65+,10,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,42,10/21/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,0-4,15,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,5-17,10,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,18-49,29,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,50-64,12,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,65+,5,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,43,10/28/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,0-4,13,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,5-17,22,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,18-49,26,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,50-64,6,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,65+,16,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,44,11/04/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,0-4,18,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,5-17,48,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,18-49,50,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,50-64,23,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,65+,8,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,45,11/11/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,0-4,34,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,5-17,81,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,18-49,100,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,50-64,35,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,65+,29,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,46,11/18/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,0-4,30,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,5-17,94,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,18-49,116,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,50-64,62,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,65+,30,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,47,11/25/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,0-4,67,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,5-17,140,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,18-49,187,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,50-64,95,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,65+,61,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,48,12/02/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,0-4,118,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,5-17,296,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,18-49,228,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,50-64,100,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,65+,64,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,49,12/09/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,0-4,176,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,5-17,488,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,18-49,385,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,50-64,186,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,65+,110,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,50,12/16/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,0-4,216,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,5-17,614,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,18-49,598,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,50-64,282,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,65+,206,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,51,12/23/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,0-4,207,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,5-17,410,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,18-49,674,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,50-64,323,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,65+,268,"(41.1527698, -73.745912)",36119
2023-2024,METRO,WESTCHESTER,52,12/30/2023,UNKNOWN,0,"(41.1527698, -73.745912)",36119
2023-2024,WESTERN,WYOMING,40,10/07/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,40,10/07/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,40,10/07/2023,18-49,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,40,10/07/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,40,10/07/2023,65+,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,40,10/07/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,18-49,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,65+,1,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,41,10/14/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,18-49,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,65+,1,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,42,10/21/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,18-49,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,65+,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,43,10/28/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,18-49,3,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,65+,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,44,11/04/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,18-49,1,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,65+,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,45,11/11/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,5-17,1,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,18-49,2,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,50-64,1,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,65+,2,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,46,11/18/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,0-4,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,5-17,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,18-49,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,50-64,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,65+,0,"(42.7013627, -78.2285667)",36121
2023-2024,WESTERN,WYOMING,47,11/25/2023,UNKNOWN,0,"(42.7013627, -78.2285667)",36121
